Facility Name,Facility ID,State,Measure Name,Number of Discharges,Footnote,Excess Readmission Ratio,Predicted Readmission Rate,Expected Readmission Rate,Number of Readmissions,Start Date,End Date
RIVERSIDE SHORE MEMORIAL HOSPITAL,490037,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
RIVERSIDE SHORE MEMORIAL HOSPITAL,490037,VA,READM-30-PN-HRRP,254,,0.9531,15.0138,15.7526,35,07/01/2015,06/30/2018
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,READM-30-COPD-HRRP,183,,1.0066,20.4874,20.3527,38,07/01/2015,06/30/2018
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,READM-30-HF-HRRP,113,,1.0123,21.4593,21.1981,25,07/01/2015,06/30/2018
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9339,3.9555,4.2355,Too Few to Report,07/01/2015,06/30/2018
SMYTH COUNTY COMMUNITY HOSPITAL,490038,VA,READM-30-PN-HRRP,179,,1.0137,17.3722,17.1382,32,07/01/2015,06/30/2018
INOVA ALEXANDRIA HOSPITAL,490040,VA,READM-30-AMI-HRRP,303,,0.9439,14.3081,15.1581,40,07/01/2015,06/30/2018
INOVA ALEXANDRIA HOSPITAL,490040,VA,READM-30-CABG-HRRP,N/A,,0.9036,12.2877,13.5981,Too Few to Report,07/01/2015,06/30/2018
INOVA ALEXANDRIA HOSPITAL,490040,VA,READM-30-COPD-HRRP,380,,0.9886,18.9142,19.1318,71,07/01/2015,06/30/2018
INOVA ALEXANDRIA HOSPITAL,490040,VA,READM-30-HF-HRRP,641,,1.0006,21.0549,21.0418,135,07/01/2015,06/30/2018
INOVA ALEXANDRIA HOSPITAL,490040,VA,READM-30-HIP-KNEE-HRRP,685,,1.1440,4.5911,4.0133,34,07/01/2015,06/30/2018
INOVA ALEXANDRIA HOSPITAL,490040,VA,READM-30-PN-HRRP,662,,0.9702,15.5563,16.0338,101,07/01/2015,06/30/2018
MARY IMMACULATE HOSPITAL,490041,VA,READM-30-AMI-HRRP,83,,1.0544,15.5407,14.7396,16,07/01/2015,06/30/2018
MARY IMMACULATE HOSPITAL,490041,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MARY IMMACULATE HOSPITAL,490041,VA,READM-30-COPD-HRRP,149,,1.0381,19.5736,18.8551,32,07/01/2015,06/30/2018
MARY IMMACULATE HOSPITAL,490041,VA,READM-30-HF-HRRP,271,,0.9769,20.0775,20.5523,53,07/01/2015,06/30/2018
MARY IMMACULATE HOSPITAL,490041,VA,READM-30-HIP-KNEE-HRRP,2032,,0.8795,3.5637,4.0521,70,07/01/2015,06/30/2018
MARY IMMACULATE HOSPITAL,490041,VA,READM-30-PN-HRRP,232,,0.9420,15.0495,15.9763,31,07/01/2015,06/30/2018
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,READM-30-AMI-HRRP,N/A,,0.9889,16.6706,16.8581,Too Few to Report,07/01/2015,06/30/2018
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,READM-30-COPD-HRRP,228,,1.0801,21.8940,20.2702,56,07/01/2015,06/30/2018
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,READM-30-HF-HRRP,474,,0.9791,21.5811,22.0411,101,07/01/2015,06/30/2018
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.1564,4.3294,3.7438,Too Few to Report,07/01/2015,06/30/2018
CARILION NEW RIVER VALLEY MEDICAL CENTER,490042,VA,READM-30-PN-HRRP,348,,1.0174,17.4826,17.1828,62,07/01/2015,06/30/2018
INOVA LOUDOUN HOSPITAL,490043,VA,READM-30-AMI-HRRP,227,,0.9758,13.8376,14.1806,30,07/01/2015,06/30/2018
INOVA LOUDOUN HOSPITAL,490043,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
INOVA LOUDOUN HOSPITAL,490043,VA,READM-30-COPD-HRRP,330,,0.9792,19.5833,19.9985,63,07/01/2015,06/30/2018
INOVA LOUDOUN HOSPITAL,490043,VA,READM-30-HF-HRRP,686,,0.8680,19.0288,21.9234,122,07/01/2015,06/30/2018
INOVA LOUDOUN HOSPITAL,490043,VA,READM-30-HIP-KNEE-HRRP,300,,1.3793,4.9772,3.6086,21,07/01/2015,06/30/2018
INOVA LOUDOUN HOSPITAL,490043,VA,READM-30-PN-HRRP,875,,1.0262,16.6040,16.1794,147,07/01/2015,06/30/2018
SENTARA OBICI HOSPITAL,490044,VA,READM-30-AMI-HRRP,71,,1.0355,16.8526,16.2746,14,07/01/2015,06/30/2018
SENTARA OBICI HOSPITAL,490044,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SENTARA OBICI HOSPITAL,490044,VA,READM-30-COPD-HRRP,369,,1.0411,20.3017,19.5006,78,07/01/2015,06/30/2018
SENTARA OBICI HOSPITAL,490044,VA,READM-30-HF-HRRP,802,,1.0100,21.3705,21.1579,172,07/01/2015,06/30/2018
SENTARA OBICI HOSPITAL,490044,VA,READM-30-HIP-KNEE-HRRP,335,,0.9988,4.4842,4.4894,15,07/01/2015,06/30/2018
SENTARA OBICI HOSPITAL,490044,VA,READM-30-PN-HRRP,517,,1.0032,16.9801,16.9258,88,07/01/2015,06/30/2018
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-AMI-HRRP,142,,0.9261,11.4488,12.3624,12,07/01/2015,06/30/2018
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-COPD-HRRP,138,,0.9363,16.6002,17.7289,18,07/01/2015,06/30/2018
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-HF-HRRP,273,,1.0452,20.2776,19.4014,58,07/01/2015,06/30/2018
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-HIP-KNEE-HRRP,277,,1.0670,3.8938,3.6493,12,07/01/2015,06/30/2018
NOVANT HEALTH UVA  PRINCE WILLIAM MEDICAL CENTER,490045,VA,READM-30-PN-HRRP,314,,0.8941,13.7522,15.3807,36,07/01/2015,06/30/2018
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-AMI-HRRP,213,,0.9738,16.2369,16.6736,33,07/01/2015,06/30/2018
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-COPD-HRRP,533,,1.0139,20.4362,20.1551,110,07/01/2015,06/30/2018
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-HF-HRRP,1027,,1.0023,22.4791,22.4285,231,07/01/2015,06/30/2018
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-HIP-KNEE-HRRP,2687,,0.9930,4.0615,4.0901,109,07/01/2015,06/30/2018
SENTARA LEIGH HOSPITAL,490046,VA,READM-30-PN-HRRP,851,,1.0596,18.6916,17.6395,163,07/01/2015,06/30/2018
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-AMI-HRRP,601,,0.9687,14.6166,15.0885,86,07/01/2015,06/30/2018
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-CABG-HRRP,92,,1.1459,13.7134,11.9675,16,07/01/2015,06/30/2018
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-COPD-HRRP,415,,0.9676,18.6781,19.3031,75,07/01/2015,06/30/2018
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-HF-HRRP,808,,1.0217,21.2489,20.7980,173,07/01/2015,06/30/2018
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-HIP-KNEE-HRRP,827,,1.0485,4.0034,3.8181,34,07/01/2015,06/30/2018
LEWISGALE MEDICAL CENTER,490048,VA,READM-30-PN-HRRP,782,,1.0681,16.7080,15.6425,135,07/01/2015,06/30/2018
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-AMI-HRRP,183,,0.9197,12.9919,14.1262,19,07/01/2015,06/30/2018
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-CABG-HRRP,95,,1.1370,13.4701,11.8469,16,07/01/2015,06/30/2018
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-COPD-HRRP,266,,0.9741,17.6563,18.1253,45,07/01/2015,06/30/2018
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-HF-HRRP,421,,0.9970,19.9954,20.0557,84,07/01/2015,06/30/2018
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-HIP-KNEE-HRRP,1004,,0.7728,2.6698,3.4549,22,07/01/2015,06/30/2018
VIRGINIA HOSPITAL CENTER,490050,VA,READM-30-PN-HRRP,534,,0.9504,14.4750,15.2309,74,07/01/2015,06/30/2018
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-AMI-HRRP,431,,0.9755,14.4867,14.8512,61,07/01/2015,06/30/2018
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-CABG-HRRP,120,,1.0938,13.1621,12.0338,18,07/01/2015,06/30/2018
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-COPD-HRRP,443,,0.9158,18.4545,20.1514,75,07/01/2015,06/30/2018
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-HF-HRRP,918,,1.0164,22.1131,21.7565,204,07/01/2015,06/30/2018
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-HIP-KNEE-HRRP,115,,1.5021,6.3011,4.1948,15,07/01/2015,06/30/2018
RIVERSIDE REGIONAL MEDICAL CENTER,490052,VA,READM-30-PN-HRRP,656,,1.0133,17.0916,16.8668,113,07/01/2015,06/30/2018
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-AMI-HRRP,227,,1.0744,16.2050,15.0826,41,07/01/2015,06/30/2018
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-COPD-HRRP,422,,0.9840,20.6794,21.0156,86,07/01/2015,06/30/2018
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-HF-HRRP,359,,1.1713,26.1650,22.3390,104,07/01/2015,06/30/2018
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.0239,4.8992,4.7846,Too Few to Report,07/01/2015,06/30/2018
JOHNSTON MEMORIAL HOSPITAL,490053,VA,READM-30-PN-HRRP,632,,1.0787,19.7467,18.3067,130,07/01/2015,06/30/2018
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-AMI-HRRP,356,,1.1216,16.6340,14.8305,66,07/01/2015,06/30/2018
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-CABG-HRRP,72,,1.1639,15.4113,13.2411,15,07/01/2015,06/30/2018
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-COPD-HRRP,580,,1.0790,20.7172,19.1999,126,07/01/2015,06/30/2018
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-HF-HRRP,1079,,1.0245,21.8276,21.3064,237,07/01/2015,06/30/2018
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-HIP-KNEE-HRRP,487,,0.9891,4.1491,4.1947,20,07/01/2015,06/30/2018
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,490057,VA,READM-30-PN-HRRP,813,,1.0491,17.8092,16.9764,148,07/01/2015,06/30/2018
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-AMI-HRRP,317,,0.9554,14.3950,15.0676,43,07/01/2015,06/30/2018
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-CABG-HRRP,154,,0.9027,12.7146,14.0855,17,07/01/2015,06/30/2018
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-COPD-HRRP,389,,1.0295,19.7368,19.1719,79,07/01/2015,06/30/2018
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-HF-HRRP,749,,0.9934,21.1490,21.2905,158,07/01/2015,06/30/2018
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-HIP-KNEE-HRRP,1325,,0.8905,3.5603,3.9979,45,07/01/2015,06/30/2018
BON SECOURS ST MARYS HOSPITAL,490059,VA,READM-30-PN-HRRP,669,,0.9414,14.6374,15.5481,94,07/01/2015,06/30/2018
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-AMI-HRRP,N/A,,0.9754,13.9875,14.3401,Too Few to Report,07/01/2015,06/30/2018
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-COPD-HRRP,358,,0.9818,19.9496,20.3192,70,07/01/2015,06/30/2018
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-HF-HRRP,173,,0.9710,21.2746,21.9111,35,07/01/2015,06/30/2018
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CLINCH VALLEY MEDICAL CENTER,490060,VA,READM-30-PN-HRRP,208,,1.0205,18.5674,18.1949,40,07/01/2015,06/30/2018
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-AMI-HRRP,814,,1.0089,14.8018,14.6714,121,07/01/2015,06/30/2018
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-CABG-HRRP,334,,1.0123,12.1847,12.0367,41,07/01/2015,06/30/2018
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-COPD-HRRP,452,,1.0254,19.7062,19.2185,91,07/01/2015,06/30/2018
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-HF-HRRP,1372,,0.9031,19.3981,21.4785,260,07/01/2015,06/30/2018
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-HIP-KNEE-HRRP,589,,0.9776,3.6375,3.7208,21,07/01/2015,06/30/2018
INOVA FAIRFAX HOSPITAL,490063,VA,READM-30-PN-HRRP,1411,,0.8900,14.7866,16.6133,201,07/01/2015,06/30/2018
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-AMI-HRRP,167,,1.0527,14.9914,14.2412,28,07/01/2015,06/30/2018
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-COPD-HRRP,353,,0.9296,18.2856,19.6711,59,07/01/2015,06/30/2018
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-HF-HRRP,585,,0.9633,20.3867,21.1639,117,07/01/2015,06/30/2018
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-HIP-KNEE-HRRP,790,,0.8420,3.4469,4.0936,24,07/01/2015,06/30/2018
SENTARA WILLIAMSBURG REGIONAL MEDICAL CENTER,490066,VA,READM-30-PN-HRRP,594,,0.8656,12.9992,15.0169,68,07/01/2015,06/30/2018
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-AMI-HRRP,360,,1.0204,17.9944,17.6352,66,07/01/2015,06/30/2018
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-CABG-HRRP,N/A,,1.0856,15.3815,14.1689,Too Few to Report,07/01/2015,06/30/2018
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-COPD-HRRP,550,,1.0393,20.3649,19.5953,115,07/01/2015,06/30/2018
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-HF-HRRP,830,,1.0249,22.8279,22.2736,191,07/01/2015,06/30/2018
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-HIP-KNEE-HRRP,217,,1.3280,5.7893,4.3594,18,07/01/2015,06/30/2018
SOUTHSIDE REGIONAL MEDICAL CENTER,490067,VA,READM-30-PN-HRRP,642,,1.1097,20.0612,18.0773,136,07/01/2015,06/30/2018
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-AMI-HRRP,443,,1.0373,15.3211,14.7699,70,07/01/2015,06/30/2018
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-CABG-HRRP,N/A,,0.8884,10.2602,11.5488,Too Few to Report,07/01/2015,06/30/2018
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-COPD-HRRP,544,,1.0069,19.9387,19.8012,109,07/01/2015,06/30/2018
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-HF-HRRP,922,,0.7582,16.4149,21.6488,135,07/01/2015,06/30/2018
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-HIP-KNEE-HRRP,629,,0.9475,3.8175,4.0291,23,07/01/2015,06/30/2018
BON SECOURS MEMORIAL REGIONAL MEDICAL CENTER,490069,VA,READM-30-PN-HRRP,709,,0.9989,15.8069,15.8240,112,07/01/2015,06/30/2018
SOVAH HEALTH DANVILLE,490075,VA,READM-30-AMI-HRRP,228,,0.9306,13.6698,14.6900,27,07/01/2015,06/30/2018
SOVAH HEALTH DANVILLE,490075,VA,READM-30-CABG-HRRP,N/A,,0.9194,10.9585,11.9195,Too Few to Report,07/01/2015,06/30/2018
SOVAH HEALTH DANVILLE,490075,VA,READM-30-COPD-HRRP,457,,1.0103,19.7396,19.5379,91,07/01/2015,06/30/2018
SOVAH HEALTH DANVILLE,490075,VA,READM-30-HF-HRRP,692,,1.1481,25.4744,22.1888,185,07/01/2015,06/30/2018
SOVAH HEALTH DANVILLE,490075,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.1012,4.1987,3.8127,Too Few to Report,07/01/2015,06/30/2018
SOVAH HEALTH DANVILLE,490075,VA,READM-30-PN-HRRP,910,,1.0210,17.4300,17.0722,160,07/01/2015,06/30/2018
MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-AMI-HRRP,263,,0.9911,13.5022,13.6237,35,07/01/2015,06/30/2018
MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-COPD-HRRP,337,,0.9838,17.8709,18.1653,59,07/01/2015,06/30/2018
MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-HF-HRRP,797,,0.9405,18.5241,19.6968,144,07/01/2015,06/30/2018
MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-HIP-KNEE-HRRP,947,,0.9027,3.4763,3.8511,31,07/01/2015,06/30/2018
MARTHA JEFFERSON HOSPITAL,490077,VA,READM-30-PN-HRRP,960,,0.9556,13.8443,14.4874,130,07/01/2015,06/30/2018
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-AMI-HRRP,N/A,,0.9627,16.8641,17.5178,Too Few to Report,07/01/2015,06/30/2018
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-COPD-HRRP,112,,1.0236,18.9514,18.5136,23,07/01/2015,06/30/2018
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-HF-HRRP,177,,0.9611,20.0001,20.8106,33,07/01/2015,06/30/2018
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.7030,2.7778,3.9513,Too Few to Report,07/01/2015,06/30/2018
RIVERSIDE TAPPAHANNOCK HOSPITAL,490084,VA,READM-30-PN-HRRP,183,,0.9393,15.3503,16.3418,24,07/01/2015,06/30/2018
BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-COPD-HRRP,113,,0.9815,18.0488,18.3893,19,07/01/2015,06/30/2018
BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-HF-HRRP,152,,0.9016,17.8101,19.7544,21,07/01/2015,06/30/2018
BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BEDFORD MEMORIAL HOSPITAL,490088,VA,READM-30-PN-HRRP,264,,1.0049,16.5452,16.4652,44,07/01/2015,06/30/2018
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-COPD-HRRP,113,,0.9904,17.4544,17.6241,19,07/01/2015,06/30/2018
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-HF-HRRP,151,,0.9154,18.0020,19.6654,22,07/01/2015,06/30/2018
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
CARILION FRANKLIN MEMORIAL HOSPITAL,490089,VA,READM-30-PN-HRRP,214,,0.9531,13.0952,13.7397,25,07/01/2015,06/30/2018
"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-AMI-HRRP,N/A,,0.9201,15.9251,17.3086,Too Few to Report,07/01/2015,06/30/2018
"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-COPD-HRRP,257,,1.0281,19.4133,18.8818,52,07/01/2015,06/30/2018
"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-HF-HRRP,311,,0.9890,20.7945,21.0264,64,07/01/2015,06/30/2018
"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-HIP-KNEE-HRRP,N/A,,0.9706,4.3773,4.5097,Too Few to Report,07/01/2015,06/30/2018
"SOUTHSIDE COMMUNITY HOSPITAL, INC",490090,VA,READM-30-PN-HRRP,387,,1.0445,16.8285,16.1111,68,07/01/2015,06/30/2018
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-COPD-HRRP,71,,1.0521,19.8863,18.9023,18,07/01/2015,06/30/2018
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-HF-HRRP,114,,1.0345,21.8685,21.1397,27,07/01/2015,06/30/2018
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-HIP-KNEE-HRRP,N/A,,1.0976,3.7367,3.4043,Too Few to Report,07/01/2015,06/30/2018
SOUTHAMPTON MEMORIAL HOSPITAL,490092,VA,READM-30-PN-HRRP,128,,1.0330,15.5309,15.0349,22,07/01/2015,06/30/2018
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-AMI-HRRP,123,,0.9936,14.9359,15.0318,18,07/01/2015,06/30/2018
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-CABG-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-COPD-HRRP,279,,1.0687,20.3930,19.0822,62,07/01/2015,06/30/2018
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-HF-HRRP,626,,0.9322,19.5243,20.9440,118,07/01/2015,06/30/2018
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-HIP-KNEE-HRRP,563,,0.8610,3.3394,3.8784,16,07/01/2015,06/30/2018
SENTARA CAREPLEX HOSPITAL,490093,VA,READM-30-PN-HRRP,491,,1.0944,17.1160,15.6392,90,07/01/2015,06/30/2018
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-COPD-HRRP,N/A,,1.0443,19.5206,18.6925,Too Few to Report,07/01/2015,06/30/2018
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-HF-HRRP,N/A,,0.9929,20.8770,21.0261,Too Few to Report,07/01/2015,06/30/2018
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-HIP-KNEE-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
BON SECOURS RICHMOND COMMUNITY HOSPITAL,490094,VA,READM-30-PN-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,READM-30-AMI-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,READM-30-CABG-HRRP,N/A,5,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,READM-30-COPD-HRRP,58,,1.0432,18.6700,17.8969,14,07/01/2015,06/30/2018
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,READM-30-HF-HRRP,129,,1.0527,20.8513,19.8084,30,07/01/2015,06/30/2018
SOUTHERN VIRGINIA REGIONAL MEDICAL CENTER,490097,VA,READM-30-HIP-KNEE-HRRP,N/A,1,N/A,N/A,N/A,N/A,07/01/2015,06/30/2018
